"marker"	"OBO.Ontology.ID"	"species"	"times"	"cell_ID"	"gene_description"	"original_celltype.MSigDB"	"original_celltype.PanglaoDB"	"original_celltype.CellMarker"	"original_celltype.GeneMarkeR"	"original_celltype.Azimuth"	"original_celltype.ASCTB"
"HNRNPA1L2"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"heterogeneous nuclear ribonucleoprotein A1 like 2 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"HNRNPA1L2"	"natural killer cell"	"Human"	1	"CL:0000623"	"heterogeneous nuclear ribonucleoprotein A1 like 2 "	NA	NA	NA	"natural killer cell"	NA	NA
"HNRNPA2B1"	"pro-B cell"	"Human"	1	"CL:0000826"	"heterogeneous nuclear ribonucleoprotein A2/B1 "	"PRO B"	NA	NA	NA	NA	NA
"HNRNPA3"	"pro-B cell"	"Human"	1	"CL:0000826"	"heterogeneous nuclear ribonucleoprotein A3 "	"PRO B"	NA	NA	NA	NA	NA
"HNRNPAB"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"heterogeneous nuclear ribonucleoprotein A/B "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HNRNPC"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"heterogeneous nuclear ribonucleoprotein C "	"EARLY ERYTHROBLAST"	NA	NA	NA	NA	NA
"HNRNPD"	"eosinophil"	"Human"	1	"CL:0000771"	"heterogeneous nuclear ribonucleoprotein D "	"EOSINOPHIL"	NA	NA	NA	NA	NA
"HNRNPDL"	"natural killer cell"	"Human"	1	"CL:0000623"	"heterogeneous nuclear ribonucleoprotein D like "	NA	NA	NA	"natural killer cell"	NA	NA
"HNRNPDL"	"pro-B cell"	"Human"	1	"CL:0000826"	"heterogeneous nuclear ribonucleoprotein D like "	"PRO B"	NA	NA	NA	NA	NA
"HNRNPF"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"heterogeneous nuclear ribonucleoprotein F "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HNRNPH1"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"heterogeneous nuclear ribonucleoprotein H1 "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 1"	NA	NA	NA	NA	NA
"HNRNPH1"	"pro-B cell"	"Human"	1	"CL:0000826"	"heterogeneous nuclear ribonucleoprotein H1 "	"PRO B"	NA	NA	NA	NA	NA
"HNRNPH3"	"pro-B cell"	"Human"	1	"CL:0000826"	"heterogeneous nuclear ribonucleoprotein H3 "	"PRO B"	NA	NA	NA	NA	NA
"HNRNPK"	"pro-B cell"	"Human"	1	"CL:0000826"	"heterogeneous nuclear ribonucleoprotein K "	"PRO B"	NA	NA	NA	NA	NA
"HNRNPM"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"heterogeneous nuclear ribonucleoprotein M "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"HNRNPM"	"pro-B cell"	"Human"	1	"CL:0000826"	"heterogeneous nuclear ribonucleoprotein M "	"PRO B"	NA	NA	NA	NA	NA
"HNRNPR"	"pro-B cell"	"Human"	1	"CL:0000826"	"heterogeneous nuclear ribonucleoprotein R "	"PRO B"	NA	NA	NA	NA	NA
"HNRNPU"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"heterogeneous nuclear ribonucleoprotein U "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"HNRNPU"	"pro-B cell"	"Human"	1	"CL:0000826"	"heterogeneous nuclear ribonucleoprotein U "	"PRO B"	NA	NA	NA	NA	NA
"HOOK1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"hook microtubule tethering protein 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HOPX"	"CD4-positive, alpha-beta memory T cell"	"Human"	1	"CL:0000897"	"HOP homeobox "	NA	NA	NA	NA	"CD4+ Central Memory T_3"	NA
"HOPX"	"CD8-positive, alpha-beta memory T cell"	"Human"	2	"CL:0000909"	"HOP homeobox "	NA	NA	NA	NA	"CD8+ Central Memory T_3"	"CD8 T cell effector memory"
"HOPX"	"T cell"	"Human"	1	"CL:0000084"	"HOP homeobox "	NA	NA	NA	NA	NA	"T lymphocytes"
"HOPX"	"effector CD8-positive, alpha-beta T cell"	"Human"	1	"CL:0001050"	"HOP homeobox "	NA	NA	NA	NA	"CD8+ Effector Memory T_3"	NA
"HOPX"	"gamma-delta T cell"	"Human"	1	"CL:0000798"	"HOP homeobox "	NA	"Gamma delta T cells"	NA	NA	NA	NA
"HOPX"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"HOP homeobox "	"SIMILAR TO HSC C6 PUTATIVE ALTERED METABOLIC STATE"	NA	NA	NA	NA	NA
"HOPX"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"HOP homeobox "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 2"	NA	NA	NA	NA	NA
"HOPX"	"natural killer cell"	"Human"	2	"CL:0000623"	"HOP homeobox "	"NK CELLS"	"NK cells"	NA	NA	NA	NA
"HOTAIRM1"	"monocyte"	"Human"	1	"CL:0000576"	"HOXA transcript antisense RNA, myeloid-specific 1 "	"MONOCYTE"	NA	NA	NA	NA	NA
"HOXA10"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"homeobox A10 "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"HOXA10-AS"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"HOXA10 antisense RNA "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"HOXA3"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"homeobox A3 "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"HOXA6"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"homeobox A6 "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"HOXA7"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"homeobox A7 "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"HOXA9"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"homeobox A9 "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"HOXB-AS3"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"HOXB cluster antisense RNA 3 "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"HOXB3"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"homeobox B3 "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"HOXB5"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"homeobox B5 "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"HOXB5"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"homeobox B5 "	NA	"Hematopoietic stem cells"	NA	NA	NA	NA
"HOXB6"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"homeobox B6 "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"HP"	"neutrophil"	"Human"	2	"CL:0000775"	"haptoglobin "	NA	"Neutrophils"	NA	"neutrophil"	NA	NA
"HP1BP3"	"pro-B cell"	"Human"	1	"CL:0000826"	"heterochromatin protein 1 binding protein 3 "	"PRO B"	NA	NA	NA	NA	NA
"HPDL"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"4-hydroxyphenylpyruvate dioxygenase like "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HPF1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"histone PARylation factor 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HPGD"	"basophil mast progenitor cell"	"Human"	1	"CL:0002028"	"15-hydroxyprostaglandin dehydrogenase "	"CD34 POS EO B MAST"	NA	NA	NA	NA	NA
"HPGD"	"macrophage"	"Human"	1	"CL:0000235"	"15-hydroxyprostaglandin dehydrogenase "	NA	"Macrophages"	NA	NA	NA	NA
"HPGDS"	"basophil mast progenitor cell"	"Human"	2	"CL:0002028"	"hematopoietic prostaglandin D synthase "	"CD34 POS EO B MAST"	NA	NA	NA	"Basophil Eosinophil Mast Progenitor"	NA
"HPGDS"	"common myeloid progenitor"	"Human"	1	"CL:0000049"	"hematopoietic prostaglandin D synthase "	NA	NA	NA	NA	NA	"common myeloid progenitor (CMP)"
"HPGDS"	"eosinophil"	"Human"	1	"CL:0000771"	"hematopoietic prostaglandin D synthase "	NA	NA	NA	NA	NA	"eosinophil"
"HPGDS"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"hematopoietic prostaglandin D synthase "	"PUTATIVE EARLY ERYTHROID COMMITMENT"	NA	NA	NA	NA	NA
"HPGDS"	"granulocyte"	"Human"	1	"CL:0000094"	"hematopoietic prostaglandin D synthase "	NA	NA	NA	NA	NA	"granulocyte"
"HPGDS"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"hematopoietic prostaglandin D synthase "	NA	NA	NA	NA	NA	"hemopoietic stem cell/multipotent progenitor (HSC/MPP)"
"HPGDS"	"innate lymphoid cell"	"Human"	1	"CL:0001065"	"hematopoietic prostaglandin D synthase "	NA	NA	NA	NA	"Innate Lymphoid Cell"	NA
"HPGDS"	"macrophage"	"Human"	2	"CL:0000235"	"hematopoietic prostaglandin D synthase "	NA	"Macrophages"	NA	"macrophage"	NA	NA
"HPGDS"	"mast cell"	"Human"	3	"CL:0000097"	"hematopoietic prostaglandin D synthase "	NA	"Mast cells"	NA	"mast cell"	NA	"mast cell"
"HPGDS"	"megakaryocyte-erythroid progenitor cell"	"Human"	1	"CL:0000050"	"hematopoietic prostaglandin D synthase "	NA	NA	NA	NA	"Erythroid Megakaryocyte Progenitor"	NA
"HPRT1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"hypoxanthine phosphoribosyltransferase 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HPS1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"HPS1 biogenesis of lysosomal organelles complex 3 subunit 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HPS4"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"HPS4 biogenesis of lysosomal organelles complex 3 subunit 2 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"HPS4"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"HPS4 biogenesis of lysosomal organelles complex 3 subunit 2 "	"CD34 POS PRE PC"	NA	NA	NA	NA	NA
"HPSE"	"immature neutrophil"	"Human"	1	"CL:0000776"	"heparanase "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"HPSE"	"megakaryocyte progenitor cell"	"Human"	1	"CL:0000553"	"heparanase "	"PUTATIVE MEGAKARYOCYTE PROGENITOR"	NA	NA	NA	NA	NA
"HRAT92"	"platelet"	"Human"	1	"CL:0000233"	"heart tissue-associated transcript 92 "	"PLATELET"	NA	NA	NA	NA	NA
"HRK"	"precursor B cell"	"Human"	1	"CL:0000817"	"harakiri, BCL2 interacting protein "	"CD34 POS PRE B"	NA	NA	NA	NA	NA
"HRK"	"transitional stage B cell"	"Human"	1	"CL:0000818"	"harakiri, BCL2 interacting protein "	NA	NA	NA	NA	"Transitional B"	NA
"HS2ST1"	"mast cell"	"Human"	1	"CL:0000097"	"heparan sulfate 2-O-sulfotransferase 1 "	NA	"Mast cells"	NA	NA	NA	NA
"HS3ST1"	"mast cell"	"Human"	1	"CL:0000097"	"heparan sulfate-glucosamine 3-sulfotransferase 1 "	NA	"Mast cells"	NA	NA	NA	NA
"HS3ST3A1"	"mast cell"	"Human"	1	"CL:0000097"	"heparan sulfate-glucosamine 3-sulfotransferase 3A1 "	NA	"Mast cells"	NA	NA	NA	NA
"HS6ST2"	"mast cell"	"Human"	1	"CL:0000097"	"heparan sulfate 6-O-sulfotransferase 2 "	NA	"Mast cells"	NA	NA	NA	NA
"HSBP1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"heat shock factor binding protein 1 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"HSBP1"	"monocyte"	"Human"	1	"CL:0000576"	"heat shock factor binding protein 1 "	"MONOCYTE"	NA	NA	NA	NA	NA
"HSBP1L1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"heat shock factor binding protein 1 like 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HSD11B1"	"mast cell"	"Human"	1	"CL:0000097"	"hydroxysteroid 11-beta dehydrogenase 1 "	NA	"Mast cells"	NA	NA	NA	NA
"HSD11B1"	"natural killer cell"	"Human"	1	"CL:0000623"	"hydroxysteroid 11-beta dehydrogenase 1 "	NA	"NK cells"	NA	NA	NA	NA
"HSD17B11"	"immature neutrophil"	"Human"	1	"CL:0000776"	"hydroxysteroid 17-beta dehydrogenase 11 "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"HSD17B3"	"platelet"	"Human"	1	"CL:0000233"	"hydroxysteroid 17-beta dehydrogenase 3 "	"PLATELET"	NA	NA	NA	NA	NA
"HSD17B4"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"hydroxysteroid 17-beta dehydrogenase 4 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HSD3B7"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HSDL2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"hydroxysteroid dehydrogenase like 2 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HSF1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"heat shock transcription factor 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HSH2D"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"hematopoietic SH2 domain containing "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 2"	NA	NA	NA	NA	NA
"HSH2D"	"natural killer cell"	"Human"	1	"CL:0000623"	"hematopoietic SH2 domain containing "	"NK CELLS"	NA	NA	NA	NA	NA
"HSP90AA1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"heat shock protein 90 alpha family class A member 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HSP90AA1"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"heat shock protein 90 alpha family class A member 1 "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"HSP90AA1"	"megakaryocyte-erythroid progenitor cell"	"Human"	1	"CL:0000050"	"heat shock protein 90 alpha family class A member 1 "	"MEGAKARYOCYTE ERYTHROID PROGENITOR"	NA	NA	NA	NA	NA
"HSP90AB1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"heat shock protein 90 alpha family class B member 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HSP90B1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"heat shock protein 90 beta family member 1 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"HSP90B1"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"heat shock protein 90 beta family member 1 "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 1"	NA	NA	NA	NA	NA
"HSP90B1"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"heat shock protein 90 beta family member 1 "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"HSP90B1"	"plasma cell"	"Human"	1	"CL:0000786"	"heat shock protein 90 beta family member 1 "	"PLASMA CELL"	NA	NA	NA	NA	NA
"HSPA13"	"mast cell"	"Human"	1	"CL:0000097"	"heat shock protein family A (Hsp70) member 13 "	NA	"Mast cells"	NA	NA	NA	NA
"HSPA4"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"heat shock protein family A (Hsp70) member 4 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HSPA5"	"eosinophil"	"Human"	1	"CL:0000771"	"heat shock protein family A (Hsp70) member 5 "	"EOSINOPHIL"	NA	NA	NA	NA	NA
"HSPA5"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"heat shock protein family A (Hsp70) member 5 "	"SIMILAR TO HSC C6 PUTATIVE ALTERED METABOLIC STATE"	NA	NA	NA	NA	NA
"HSPA5"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"heat shock protein family A (Hsp70) member 5 "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 1"	NA	NA	NA	NA	NA
"HSPA8"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"heat shock protein family A (Hsp70) member 8 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HSPA8"	"myeloid lineage restricted progenitor cell"	"Human"	1	"CL:0000839"	"heat shock protein family A (Hsp70) member 8 "	NA	NA	NA	"myeloid lineage restricted progenitor cell"	NA	NA
"HSPA9"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"heat shock protein family A (Hsp70) member 9 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HSPB1"	"granulocyte"	"Human"	1	"CL:0000094"	"heat shock protein family B (small) member 1 "	"CD34 POS GRAN"	NA	NA	NA	NA	NA
"HSPB11"	"pro-B cell"	"Human"	1	"CL:0000826"	"heat shock protein family B (small) member 11 "	"PRO B"	NA	NA	NA	NA	NA
"HSPBP1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"HSPA (Hsp70) binding protein 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HSPD1"	"erythroid lineage cell"	"Human"	2	"CL:0000764"	"heat shock protein family D (Hsp60) member 1 "	"ERYTHROBLAST"	NA	NA	"erythroid lineage cell"	NA	NA
"HSPD1"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"heat shock protein family D (Hsp60) member 1 "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"HSPE1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"heat shock protein family E (Hsp10) member 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HSPH1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"heat shock protein family H (Hsp110) member 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HTATSF1"	"erythroid progenitor cell"	"Human"	1	"CL:0000038"	"HIV-1 Tat specific factor 1 "	NA	"Erythroid-like and erythroid precursor cells"	NA	NA	NA	NA
"HTR1F"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"5-hydroxytryptamine receptor 1F "	"PUTATIVE EARLY ERYTHROID COMMITMENT"	NA	NA	NA	NA	NA
"HTR1F"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"5-hydroxytryptamine receptor 1F "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"HTR2A"	"megakaryocyte progenitor cell"	"Human"	1	"CL:0000553"	"5-hydroxytryptamine receptor 2A "	"CD34 POS MKP"	NA	NA	NA	NA	NA
"HTRA2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"HtrA serine peptidase 2 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"HTRA2"	"plasma cell"	"Human"	1	"CL:0000786"	"HtrA serine peptidase 2 "	NA	"Plasma cells"	NA	NA	NA	NA
"HVCN1"	"B cell"	"Human"	2	"CL:0000236"	"hydrogen voltage gated channel 1 "	NA	"B cells"	NA	"B cell"	NA	NA
"HVCN1"	"follicular B cell"	"Human"	1	"CL:0000843"	"hydrogen voltage gated channel 1 "	"FOLLICULAR B CELL"	NA	NA	NA	NA	NA
"HYAL3"	"megakaryocyte-erythroid progenitor cell"	"Human"	1	"CL:0000050"	"hyaluronidase 3 "	"CD34 POS MEP"	NA	NA	NA	NA	NA
"IARS1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"isoleucyl-tRNA synthetase 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ICA1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"islet cell autoantigen 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ICAM1"	"immature neutrophil"	"Human"	1	"CL:0000776"	"intercellular adhesion molecule 1 "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"ICAM1"	"monocyte"	"Human"	1	"CL:0000576"	"intercellular adhesion molecule 1 "	NA	"Monocytes"	NA	NA	NA	NA
"ICAM1"	"myeloid suppressor cell"	"Human"	1	"CL:0000889"	"intercellular adhesion molecule 1 "	NA	"Myeloid-derived suppressor cells"	NA	NA	NA	NA
"ICAM2"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"intercellular adhesion molecule 2 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"ICAM2"	"platelet"	"Human"	1	"CL:0000233"	"intercellular adhesion molecule 2 "	"PLATELET"	NA	NA	NA	NA	NA
"ICAM3"	"naive T cell"	"Human"	1	"CL:0000898"	"intercellular adhesion molecule 3 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"ICAM4"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"intercellular adhesion molecule 4 (Landsteiner-Wiener blood group) "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"ICAM4"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"intercellular adhesion molecule 4 (Landsteiner-Wiener blood group) "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ICAM4"	"megakaryocyte-erythroid progenitor cell"	"Human"	1	"CL:0000050"	"intercellular adhesion molecule 4 (Landsteiner-Wiener blood group) "	"MEGAKARYOCYTE ERYTHROID PROGENITOR"	NA	NA	NA	NA	NA
"ICMT"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"isoprenylcysteine carboxyl methyltransferase "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ICOS"	"T cell"	"Human"	1	"CL:0000084"	"inducible T cell costimulator "	NA	NA	NA	"T cell"	NA	NA
"ICOS"	"innate lymphoid cell"	"Human"	1	"CL:0001065"	"inducible T cell costimulator "	NA	"Nuocytes"	NA	NA	NA	NA
"ICOS"	"naive T cell"	"Human"	1	"CL:0000898"	"inducible T cell costimulator "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"ICOSLG"	"immature neutrophil"	"Human"	1	"CL:0000776"	"inducible T cell costimulator ligand "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"ID1"	"basophil"	"Human"	1	"CL:0000767"	"inhibitor of DNA binding 1, HLH protein "	NA	"Basophils"	NA	NA	NA	NA
"ID1"	"immature neutrophil"	"Human"	1	"CL:0000776"	"inhibitor of DNA binding 1, HLH protein "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"ID2"	"CD141-positive myeloid dendritic cell"	"Human"	1	"CL:0002394"	"inhibitor of DNA binding 2 "	NA	NA	"CD141+CLEC9A+ dendritic cell"	NA	NA	NA
"ID2"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"inhibitor of DNA binding 2 "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"ID2"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"inhibitor of DNA binding 2 "	"SIMILAR TO HSC C6 PUTATIVE ALTERED METABOLIC STATE"	NA	NA	NA	NA	NA
"ID2"	"naive thymus-derived CD8-positive, alpha-beta T cell"	"Human"	1	"CL:0000900"	"inhibitor of DNA binding 2 "	NA	NA	NA	NA	"CD8+ Naive T"	NA
"ID2"	"natural killer cell"	"Human"	1	"CL:0000623"	"inhibitor of DNA binding 2 "	"NK CELLS"	NA	NA	NA	NA	NA
"IDH2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"isocitrate dehydrogenase (NADP(+)) 2 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"IDH3A"	"dendritic cell"	"Human"	1	"CL:0000451"	"isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"IDH3A"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"IDI1"	"natural killer cell"	"Human"	1	"CL:0000623"	"isopentenyl-diphosphate delta isomerase 1 "	"NK CELLS"	NA	NA	NA	NA	NA
"IDO1"	"CD141-positive myeloid dendritic cell"	"Human"	2	"CL:0002394"	"indoleamine 2,3-dioxygenase 1 "	NA	NA	"CD141+CLEC9A+ dendritic cell"	NA	"Conventional Dendritic Cell 1"	NA
"IDO1"	"monocyte"	"Human"	1	"CL:0000576"	"indoleamine 2,3-dioxygenase 1 "	NA	"Monocytes"	NA	NA	NA	NA
"IDO2"	"CD141-positive myeloid dendritic cell"	"Human"	1	"CL:0002394"	"indoleamine 2,3-dioxygenase 2 "	NA	NA	"CD141+CLEC9A+ dendritic cell"	NA	NA	NA
"IDS"	"mast cell"	"Human"	1	"CL:0000097"	"iduronate 2-sulfatase "	NA	"Mast cells"	NA	NA	NA	NA
"IER2"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"immediate early response 2 "	"SIMILAR TO HSC C6 PUTATIVE ALTERED METABOLIC STATE"	NA	NA	NA	NA	NA
"IER2"	"natural killer cell"	"Human"	1	"CL:0000623"	"immediate early response 2 "	"NK CELLS"	NA	NA	NA	NA	NA
"IER3"	"immature neutrophil"	"Human"	1	"CL:0000776"	"immediate early response 3 "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"IER5"	"CD14-low, CD16-positive monocyte"	"Human"	1	"CL:0002396"	"immediate early response 5 "	NA	NA	NA	NA	"CD16+ Monocyte"	NA
"IER5"	"immature neutrophil"	"Human"	1	"CL:0000776"	"immediate early response 5 "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"IER5L"	"immature neutrophil"	"Human"	1	"CL:0000776"	"immediate early response 5 like "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"IFI16"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"interferon gamma inducible protein 16 "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 1"	NA	NA	NA	NA	NA
"IFI16"	"natural killer cell"	"Human"	1	"CL:0000623"	"interferon gamma inducible protein 16 "	"NK CELLS"	NA	NA	NA	NA	NA
"IFI27"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"interferon alpha inducible protein 27 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"IFI27L1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"interferon alpha inducible protein 27 like 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"IFI27L2"	"neutrophil"	"Human"	1	"CL:0000775"	"interferon alpha inducible protein 27 like 2 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"IFI30"	"CD1c-positive myeloid dendritic cell"	"Human"	1	"CL:0002399"	"IFI30 lysosomal thiol reductase "	NA	NA	NA	NA	"Conventional Dendritic Cell 2"	NA
"IFI30"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"IFI30 lysosomal thiol reductase "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"IFI30"	"immature neutrophil"	"Human"	1	"CL:0000776"	"IFI30 lysosomal thiol reductase "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
