"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"MRPS25"	5.43717310286875e-36	0.32661630429333	0.265	0.057	1.78002173041717e-31	"12"	"MRPS25"
"STOML2.3"	5.70138818667313e-36	0.429236626574278	0.447	0.128	1.86652046455305e-31	"12"	"STOML2"
"TMEM14B.2"	6.62564092298788e-36	0.332846654288255	0.589	0.184	2.16910232536777e-31	"12"	"TMEM14B"
"CHCHD3"	8.79473184663052e-36	0.370789983209319	0.288	0.066	2.8792193119499e-31	"12"	"CHCHD3"
"SPCS1.3"	8.96809013166109e-36	0.682335322820953	0.817	0.317	2.93597334730321e-31	"12"	"SPCS1"
"UCP2.10"	9.85230479191487e-36	0.634339550639282	0.89	0.371	3.22544754277709e-31	"12"	"UCP2"
"NUDT1.4"	1.24863477822811e-35	0.365446217339082	0.379	0.1	4.08778053696317e-31	"12"	"NUDT1"
"CYTH4.1"	1.65250479542114e-35	0.362470891254125	0.297	0.068	5.40997019924974e-31	"12"	"CYTH4"
"PHB2.2"	1.8035941683656e-35	0.510866309435053	0.648	0.22	5.90460658839529e-31	"12"	"PHB2"
"NOP10.5"	1.82393534159488e-35	0.523391572417117	0.612	0.205	5.9711995213133e-31	"12"	"NOP10"
"PTTG1IP.1"	2.40023186811398e-35	0.381481681392751	0.256	0.055	7.85787908983156e-31	"12"	"PTTG1IP"
"C4orf48.3"	4.87822573188417e-35	0.300690193725155	0.388	0.104	1.59703354010424e-30	"12"	"C4orf48"
"RPN2.1"	5.00991784886476e-35	0.337941695407844	0.607	0.194	1.64014690536135e-30	"12"	"RPN2"
"NAA20"	5.76407051535013e-35	0.330169070490743	0.329	0.081	1.88704140531533e-30	"12"	"NAA20"
"RPS27A.5"	7.68676796196273e-35	-0.552136553626238	1	0.991	2.51649409538736e-30	"12"	"RPS27A"
"SEC11A.2"	1.10372617097245e-34	0.415319634836096	0.662	0.222	3.61337873852961e-30	"12"	"SEC11A"
"HMGN3.4"	1.33758987732725e-34	0.471217679149349	0.653	0.221	4.37900174039396e-30	"12"	"HMGN3"
"TWF2.1"	1.94284865850598e-34	0.415171406759419	0.525	0.162	6.36049793821687e-30	"12"	"TWF2"
"ARL5A.1"	2.58558028359177e-34	0.352605545013472	0.416	0.116	8.46467273242273e-30	"12"	"ARL5A"
"NDUFB7.5"	2.88733596732361e-34	0.420805131154147	0.703	0.242	9.45256048982403e-30	"12"	"NDUFB7"
"SNRPB2.3"	2.94675519644646e-34	0.324775934795682	0.479	0.143	9.64708716212641e-30	"12"	"SNRPB2"
"ATXN10.3"	3.15392637527876e-34	0.329521159370355	0.361	0.095	1.03253241673876e-29	"12"	"ATXN10"
"OFD1"	3.60563356378426e-34	0.414859213926722	0.338	0.087	1.18041231611169e-29	"12"	"OFD1"
"ATP5J.7"	4.36462712036329e-34	0.592671385175764	0.785	0.297	1.42889162666453e-29	"12"	"ATP5J"
"RILPL2.2"	5.22538406818499e-34	0.377922499155214	0.32	0.08	1.7106862362424e-29	"12"	"RILPL2"
"GRB2.2"	5.36939316414777e-34	0.27591703741755	0.365	0.096	1.7578319340787e-29	"12"	"GRB2"
"SOX4.4"	6.19680000933093e-34	0.320202794709557	0.315	0.078	2.02870838705476e-29	"12"	"SOX4"
"RAB4B"	6.72213798862605e-34	0.256717778418007	0.288	0.066	2.2006935347164e-29	"12"	"RAB4B"
"RHEB"	7.57877497320759e-34	0.342769693703823	0.32	0.08	2.4811393507287e-29	"12"	"RHEB"
"NDUFA4.6"	7.60546458216548e-34	0.753331431743173	0.959	0.474	2.48987699490934e-29	"12"	"NDUFA4"
"RPS6KA1"	8.13143166515823e-34	0.328625808814809	0.265	0.059	2.6620680985395e-29	"12"	"RPS6KA1"
"FKBP3.2"	9.50289888816783e-34	0.392534883470628	0.374	0.102	3.11105903800839e-29	"12"	"FKBP3"
"CMTM3"	1.13228321078744e-33	0.484035860027287	0.402	0.113	3.70686877547593e-29	"12"	"CMTM3"
"PSMB9.7"	1.27146593325439e-33	0.61082091427238	0.781	0.3	4.16252517228822e-29	"12"	"PSMB9"
"SRSF2.3"	1.33949894495885e-33	0.48128984104713	0.689	0.242	4.38525164600629e-29	"12"	"SRSF2"
"QARS.3"	1.37858700254367e-33	0.412703889642423	0.384	0.107	4.51321812892747e-29	"12"	"QARS"
"TRABD"	1.44602535673618e-33	0.374745737388636	0.425	0.121	4.73399781288291e-29	"12"	"TRABD"
"TOMM22.1"	1.7495786336427e-33	0.384973089374419	0.571	0.185	5.72777053081948e-29	"12"	"TOMM22"
"LBR"	1.93118322242426e-33	0.363824975782144	0.265	0.06	6.32230763357256e-29	"12"	"LBR"
"CAP1.8"	2.1323043022e-33	0.50836617329362	0.753	0.279	6.98073782454237e-29	"12"	"CAP1"
"MDH2"	2.17331916660934e-33	0.459184166041538	0.671	0.235	7.11501228764567e-29	"12"	"MDH2"
"SUCLG1"	2.30911684722356e-33	0.275529495998914	0.402	0.112	7.5595867344405e-29	"12"	"SUCLG1"
"ANAPC11.4"	2.59867545855766e-33	0.416152629790257	0.644	0.22	8.50754371622608e-29	"12"	"ANAPC11"
"CTNNBL1.1"	3.48747749935597e-33	0.376468677726444	0.329	0.085	1.14173038373916e-28	"12"	"CTNNBL1"
"IFI16"	3.72231023494194e-33	0.42499953092192	0.329	0.085	1.21860992471529e-28	"12"	"IFI16"
"DDAH2.3"	4.27830739149426e-33	0.370511126805283	0.352	0.094	1.40063227382739e-28	"12"	"DDAH2"
"ZNHIT1.4"	4.54929982532847e-33	0.403162114188696	0.621	0.209	1.48934977681603e-28	"12"	"ZNHIT1"
"NUDT22"	5.29556185623867e-33	0.374422875097087	0.324	0.083	1.73366104049542e-28	"12"	"NUDT22"
"PSME2.9"	6.37456371882826e-33	0.70704618951928	0.881	0.395	2.08690467027e-28	"12"	"PSME2"
"ACTB.9"	6.46892411919618e-33	0.71597633634297	1	0.977	2.11779637814245e-28	"12"	"ACTB"
"SLIRP.3"	7.0091532732834e-33	0.375503115102522	0.342	0.091	2.29465659860752e-28	"12"	"SLIRP"
"OXA1L"	1.15729888671431e-32	0.414835666466553	0.571	0.188	3.78876509532532e-28	"12"	"OXA1L"
"ARL4C.2"	1.34547737519887e-32	0.354430053427315	0.502	0.152	4.40482383092605e-28	"12"	"ARL4C"
"LAT2.3"	2.03279087416735e-32	0.353510276024677	0.315	0.081	6.65495076384906e-28	"12"	"LAT2"
"PPP4C"	2.36051414118428e-32	0.395200586830923	0.566	0.187	7.72785119540909e-28	"12"	"PPP4C"
"ANXA1.9"	2.52839981688498e-32	0.598763135350157	0.74	0.29	8.27747532051803e-28	"12"	"ANXA1"
"DDX46.5"	2.55714752768853e-32	0.396473689215155	0.511	0.164	8.3715895761467e-28	"12"	"DDX46"
"GIMAP7.8"	2.55866269922879e-32	-2.48398692507491	0.055	0.455	8.37654994473521e-28	"12"	"GIMAP7"
"LINC00152.3"	3.11382797795554e-32	0.259150997364572	0.379	0.105	1.01940500342308e-27	"12"	"LINC00152"
"EEF1E1"	3.35286373308546e-32	0.28364665740719	0.279	0.066	1.09766052893752e-27	"12"	"EEF1E1"
"RHOA.5"	3.65121479560542e-32	0.516515450181977	0.822	0.319	1.1953346997853e-27	"12"	"RHOA"
"EXOSC5"	4.50140904159577e-32	0.318703711812692	0.283	0.068	1.47367129203762e-27	"12"	"EXOSC5"
"C8orf59.4"	4.95291191430929e-32	0.390968019694438	0.297	0.075	1.62148430250658e-27	"12"	"C8orf59"
"SFPQ.1"	5.29755550826562e-32	0.327787027029774	0.406	0.117	1.734313722296e-27	"12"	"SFPQ"
"FAM26F.4"	6.15750738666311e-32	0.515969262858621	0.361	0.103	2.01584476824577e-27	"12"	"FAM26F"
"COX5B.7"	6.45028310176413e-32	0.668193526122943	0.9	0.407	2.11169368185554e-27	"12"	"COX5B"
"SPAG7.1"	7.12349344380195e-32	0.383850308835241	0.521	0.166	2.33208928363188e-27	"12"	"SPAG7"
"MRPS6"	8.17134926975982e-32	0.459957615666395	0.429	0.129	2.67513632393397e-27	"12"	"MRPS6"
"IDH3B"	8.63156096864435e-32	0.279604616817736	0.457	0.137	2.82580042991479e-27	"12"	"IDH3B"
"TPI1.6"	1.02307501761424e-31	0.769103727730986	0.877	0.407	3.34934299266551e-27	"12"	"TPI1"
"CARD16.3"	1.06770234674183e-31	0.460054214364301	0.457	0.143	3.49544394276339e-27	"12"	"CARD16"
"STARD7"	1.08769184410209e-31	0.263942198042108	0.274	0.065	3.56088555922141e-27	"12"	"STARD7"
"GNAI3"	1.19181346020994e-31	0.333729903752921	0.283	0.069	3.90175890603529e-27	"12"	"GNAI3"
"NDUFA7.1"	1.2461422600793e-31	0.285317910722045	0.338	0.089	4.07962053104761e-27	"12"	"NDUFA7.1"
"EBNA1BP2.1"	1.24953427765698e-31	0.319092664963744	0.297	0.074	4.09072531819341e-27	"12"	"EBNA1BP2"
"ESD.3"	1.66311469434159e-31	0.357093028067074	0.388	0.111	5.4447048863355e-27	"12"	"ESD"
"BAZ1A"	1.6748537216118e-31	0.368051901996913	0.425	0.126	5.4831361138127e-27	"12"	"BAZ1A"
"CD7.11"	1.9751952505642e-31	-2.54285338723124	0.055	0.448	6.46639421129708e-27	"12"	"CD7"
"IFI27L2.2"	2.01224254016292e-31	0.304024769462163	0.379	0.106	6.58767962798536e-27	"12"	"IFI27L2"
"DDOST.1"	2.07879109708357e-31	0.342987189199899	0.479	0.15	6.80554629363219e-27	"12"	"DDOST"
"SAMM50"	2.37647437939127e-31	0.287597672828066	0.26	0.061	7.78010182325116e-27	"12"	"SAMM50"
"RPL29.5"	2.40515681204848e-31	-0.483186433262768	1	0.986	7.87400237128433e-27	"12"	"RPL29"
"RHOG.4"	2.50938192668131e-31	0.492213227958121	0.689	0.253	8.21521455156926e-27	"12"	"RHOG"
"ROMO1.3"	2.63172253727965e-31	0.379760531229643	0.397	0.116	8.61573324254613e-27	"12"	"ROMO1"
"FERMT3"	2.68448496617682e-31	0.31876310292891	0.42	0.124	8.78846688226966e-27	"12"	"FERMT3"
"HN1.1"	2.79513697092758e-31	0.305308561030559	0.411	0.12	9.15071941542273e-27	"12"	"HN1"
"MRPL3"	2.79751253033175e-31	0.269132665869228	0.338	0.09	9.15849652180008e-27	"12"	"MRPL3"
"TPM3.5"	3.00782196065072e-31	0.510213741631489	0.858	0.343	9.84700753477833e-27	"12"	"TPM3"
"HINT2.1"	3.20466081602023e-31	0.345446321522372	0.393	0.113	1.0491418579487e-26	"12"	"HINT2"
"MAP2K3"	3.37073307977893e-31	0.285106952126248	0.274	0.065	1.10351059565803e-26	"12"	"MAP2K3"
"SEC61G.5"	7.5083760594704e-31	0.43206848722223	0.42	0.128	2.45809215434942e-26	"12"	"SEC61G"
"RNF7.1"	8.33032443843484e-31	0.391546754375464	0.507	0.165	2.7271816146548e-26	"12"	"RNF7"
"ATP5F1.2"	1.02654415645292e-30	0.506788341612174	0.785	0.303	3.36070025939558e-26	"12"	"ATP5F1"
"EMC7"	1.12473524852724e-30	0.293488855033299	0.374	0.106	3.68215825662847e-26	"12"	"EMC7"
"RPL23A.7"	1.17435305022318e-30	-0.451094957617268	1	0.994	3.84459701582063e-26	"12"	"RPL23A"
"UQCR10.6"	1.20436915998224e-30	0.610367326385198	0.753	0.305	3.94286375594985e-26	"12"	"UQCR10"
"RPL36.7"	1.30480251547058e-30	-0.596163718853828	1	0.98	4.27166247514759e-26	"12"	"RPL36"
"LDHA.5"	1.34763433147729e-30	0.551121355647132	0.817	0.33	4.41188527439035e-26	"12"	"LDHA"
"MRPL37.1"	1.44937604684859e-30	0.308574041434201	0.283	0.071	4.7449673021729e-26	"12"	"MRPL37"
"SRI.1"	1.68534652547131e-30	0.305027526596722	0.53	0.173	5.51748745508797e-26	"12"	"SRI"
"PDIA3.2"	2.136128972375e-30	0.374520007105184	0.626	0.218	6.99325902976127e-26	"12"	"PDIA3"
"COX14.1"	2.4466239747684e-30	0.379245658581066	0.571	0.194	8.0097575685968e-26	"12"	"COX14"
"COA4.1"	2.77492389005279e-30	0.353172997456955	0.333	0.091	9.08454583125482e-26	"12"	"COA4"
"MRPS12"	2.84821298744326e-30	0.346512010093216	0.384	0.111	9.32447967829173e-26	"12"	"MRPS12"
"SDHC"	3.15059815284384e-30	0.314670610648476	0.429	0.13	1.03144282327802e-25	"12"	"SDHC"
"EIF3A.2"	3.22970036842596e-30	0.367617243071646	0.301	0.079	1.05733930661529e-25	"12"	"EIF3A"
"MINOS1.2"	3.51850456115553e-30	0.372829350376791	0.626	0.218	1.1518880232311e-25	"12"	"MINOS1"
"AP3S1"	3.79637535073328e-30	0.328121042102093	0.338	0.093	1.24285736232306e-25	"12"	"AP3S1"
"ID2.8"	4.11271693076801e-30	1.07745333923198	0.575	0.24	1.34642126879483e-25	"12"	"ID2"
"AUP1"	5.19037431354374e-30	0.325861106681178	0.447	0.139	1.69922474276795e-25	"12"	"AUP1"
"TBCA.6"	5.27624502598707e-30	0.511494243012456	0.712	0.271	1.72733709660765e-25	"12"	"TBCA"
"HM13"	5.34488800070694e-30	0.303258618712558	0.315	0.083	1.74980943367144e-25	"12"	"HM13"
"ZSWIM7"	7.34623098866007e-30	0.3178104991037	0.292	0.075	2.40500910106753e-25	"12"	"ZSWIM7"
"USMG5.5"	7.36341974299477e-30	0.376691985201612	0.562	0.192	2.41063635546163e-25	"12"	"USMG5"
"MRPL16.1"	8.49839125142055e-30	0.337284049102543	0.365	0.105	2.78220332789006e-25	"12"	"MRPL16"
"POLR2E"	9.46435721523788e-30	0.303378290923607	0.539	0.178	3.09844126512458e-25	"12"	"POLR2E"
"PSMB4.1"	1.03217201464202e-29	0.282281763495894	0.406	0.121	3.37912474153505e-25	"12"	"PSMB4"
"PDHB"	1.13496577353846e-29	0.258711060594422	0.32	0.085	3.71565094941022e-25	"12"	"PDHB"
"RPL22L1.5"	1.1749357727925e-29	0.273119248231121	0.557	0.184	3.84650473296808e-25	"12"	"RPL22L1"
"FAM173A"	1.65728648451109e-29	0.255654906813916	0.402	0.119	5.42562449299241e-25	"12"	"FAM173A"
"NDUFC1.4"	1.93396006663129e-29	0.320634358348791	0.374	0.11	6.33139846613752e-25	"12"	"NDUFC1"
"BAG1.1"	2.11561923872877e-29	0.262869208924339	0.352	0.099	6.92611426375024e-25	"12"	"BAG1"
"BRD2"	2.19437561530999e-29	0.314393750441821	0.301	0.079	7.18394688940183e-25	"12"	"BRD2"
"IAH1"	2.53361471835106e-29	0.312122650401768	0.324	0.088	8.29454786493769e-25	"12"	"IAH1"
"TLN1.3"	3.16648538686e-29	0.361583651623361	0.342	0.097	1.03664398595023e-24	"12"	"TLN1"
"TKT.4"	4.39782077184774e-29	0.318460067982233	0.589	0.203	1.43975856428751e-24	"12"	"TKT"
"SNRPD3.3"	4.53842813546634e-29	0.348615261204346	0.475	0.155	1.48579060298897e-24	"12"	"SNRPD3"
"NHP2.3"	4.59716289437572e-29	0.394256369481539	0.68	0.249	1.50501918836072e-24	"12"	"NHP2"
"ATP6V1F.4"	4.82764779377603e-29	0.476547370572655	0.822	0.32	1.5804753347264e-24	"12"	"ATP6V1F"
"MRPL41.1"	5.87081673188622e-29	0.258507935404469	0.484	0.155	1.92198798168491e-24	"12"	"MRPL41"
"NDUFB6.3"	5.90260044006959e-29	0.43504980601572	0.447	0.145	1.93239333206998e-24	"12"	"NDUFB6"
"HPS1"	6.63013815829122e-29	0.296308493111508	0.279	0.071	2.17057463026138e-24	"12"	"HPS1"
"NDUFB4.8"	7.6927998480237e-29	0.442483448052734	0.68	0.251	2.518468814246e-24	"12"	"NDUFB4"
"RPL12.5"	9.16735590544744e-29	-0.424010803503664	1	0.995	3.00120897632538e-24	"12"	"RPL12"
"NDUFS2"	9.96872301860393e-29	0.274916860228164	0.393	0.118	3.26356054183055e-24	"12"	"NDUFS2"
"APBB1IP.1"	1.01020732111426e-28	0.287893062231805	0.356	0.102	3.30721672786385e-24	"12"	"APBB1IP"
"C19orf70.3"	1.04020272093964e-28	0.282644563944644	0.616	0.215	3.40541566781218e-24	"12"	"C19orf70"
"MRPL51.4"	1.07978982537993e-28	0.362977178822473	0.539	0.185	3.53501593032881e-24	"12"	"MRPL51"
"CCT6A.2"	1.14576045843001e-28	0.271783313003936	0.447	0.141	3.75099058880816e-24	"12"	"CCT6A"
"SSRP1"	1.52380552565096e-28	0.265620771908473	0.283	0.073	4.98863452987612e-24	"12"	"SSRP1"
"ARPC5.6"	1.67047611714779e-28	0.427903028753901	0.799	0.314	5.46880471231845e-24	"12"	"ARPC5"
"ACTR3.4"	1.78166423093861e-28	0.325067776742902	0.667	0.239	5.83281235924681e-24	"12"	"ACTR3"
"COMMD3.3"	2.04061666053855e-28	0.32874194207524	0.329	0.093	6.68057082327111e-24	"12"	"COMMD3"
"NDUFA1.9"	2.57326820513545e-28	0.531452112361014	0.785	0.321	8.42436544997244e-24	"12"	"NDUFA1"
"MPC1.1"	3.77555185287397e-28	0.258024585156336	0.311	0.084	1.23604016559388e-23	"12"	"MPC1"
"PAK2.4"	4.08685427940779e-28	0.299057590908472	0.311	0.085	1.33795435399252e-23	"12"	"PAK2"
"H2AFV.2"	4.10225898621051e-28	0.391855106784076	0.58	0.207	1.3429975469056e-23	"12"	"H2AFV"
"HIGD2A.4"	4.32420193039563e-28	0.57284388025715	0.913	0.423	1.41565722797292e-23	"12"	"HIGD2A"
"PPA2.1"	4.35182689717427e-28	0.305892576165524	0.279	0.073	1.42470108959691e-23	"12"	"PPA2"
"DEK.4"	5.21886816144372e-28	0.297433975572574	0.534	0.182	1.70855305869344e-23	"12"	"DEK"
"OAZ1.7"	5.81912404489631e-28	0.514331246117907	1	0.797	1.90506482981815e-23	"12"	"OAZ1"
"TRAPPC1.5"	6.07386008099966e-28	0.456818671454986	0.831	0.34	1.98846031331767e-23	"12"	"TRAPPC1"
"SLC25A6.4"	6.92300356742702e-28	0.710153511475762	0.995	0.799	2.26645290790426e-23	"12"	"SLC25A6"
"UQCRFS1.3"	6.94904816850342e-28	0.408000176594223	0.598	0.217	2.27497938940465e-23	"12"	"UQCRFS1"
"LCK.8"	7.55087861589004e-28	-2.22073941887724	0	0.37	2.47200664127008e-23	"12"	"LCK"
"ENSA.2"	7.71413522519131e-28	0.352656832019113	0.648	0.237	2.52545359002313e-23	"12"	"ENSA"
"GPAA1"	7.74139230110349e-28	0.316823887683822	0.279	0.073	2.53437701153526e-23	"12"	"GPAA1"
"RBM3.4"	9.34639715272539e-28	0.626802155125935	0.904	0.436	3.05982349985924e-23	"12"	"RBM3"
"PSMC4"	9.68564611390984e-28	0.276736317206856	0.374	0.112	3.1708868247718e-23	"12"	"PSMC4"
"GRHPR.3"	1.08069975626369e-27	0.290926924488562	0.402	0.124	3.53799486205607e-23	"12"	"GRHPR"
"PSMD3"	1.52882752678253e-27	0.265693097209284	0.274	0.071	5.00507555718066e-23	"12"	"PSMD3"
"COPE.4"	1.56825003434074e-27	0.542464972848085	0.858	0.369	5.13413696242472e-23	"12"	"COPE"
"ILF2.3"	1.59071454913699e-27	0.273749290949558	0.475	0.156	5.20768129096469e-23	"12"	"ILF2"
"CHMP5"	1.78377108254709e-27	0.326748137428436	0.324	0.092	5.83970977004266e-23	"12"	"CHMP5"
"PSMG2.1"	2.03141561816511e-27	0.298414442092048	0.333	0.096	6.65044845074895e-23	"12"	"PSMG2"
"HSPB11"	2.4506899800459e-27	0.272621842991835	0.256	0.064	8.02306885667428e-23	"12"	"HSPB11"
"CHCHD5.4"	2.50544782116838e-27	0.36692468177052	0.379	0.117	8.20233507694105e-23	"12"	"CHCHD5"
"ECHS1.1"	2.70179261678181e-27	0.313282605823246	0.365	0.11	8.84512866882029e-23	"12"	"ECHS1"
"PSMB2.2"	3.84039689253381e-27	0.302201016036227	0.429	0.138	1.25726913467772e-22	"12"	"PSMB2"
"CLIC1.11"	4.92303468224488e-27	0.571919648179549	0.941	0.461	1.61170309427333e-22	"12"	"CLIC1"
"TUFM.1"	5.79918580933941e-27	0.326908456412446	0.689	0.257	1.89853745026154e-22	"12"	"TUFM"
"PRDX6.3"	6.36181497038122e-27	0.330375335670638	0.694	0.259	2.0827309850034e-22	"12"	"PRDX6"
"RTFDC1.2"	7.32477541529065e-27	0.301451020481592	0.438	0.143	2.39798497545785e-22	"12"	"RTFDC1"
"LMAN2.2"	7.65291629617846e-27	0.332787031936177	0.571	0.204	2.50541173704291e-22	"12"	"LMAN2"
"WDR83OS.7"	8.30674096386559e-27	0.418276251096138	0.785	0.313	2.71946085675032e-22	"12"	"WDR83OS"
"NDUFA11.6"	8.93956933181287e-27	0.513564661315463	0.872	0.38	2.9266362078489e-22	"12"	"NDUFA11"
"ATP5I.6"	1.05511443250281e-26	0.379395252659862	0.626	0.233	3.45423362912772e-22	"12"	"ATP5I"
"TBCB.2"	1.37203206084842e-26	0.260983374925994	0.616	0.222	4.49175856080555e-22	"12"	"TBCB"
"RPS26.7"	1.4250523819197e-26	-0.646464543407885	0.991	0.941	4.66533648792871e-22	"12"	"RPS26"
"RPL34.8"	2.07986847015491e-26	-0.657675411614298	1	0.978	6.80907339759315e-22	"12"	"RPL34"
"CCNL1.5"	2.33891063361571e-26	0.364444878232232	0.553	0.2	7.65712563233112e-22	"12"	"CCNL1"
"SET.3"	2.34878777873476e-26	0.251344310343866	0.32	0.092	7.68946143002186e-22	"12"	"SET"
"IRF2BP2.3"	2.98736413871635e-26	0.365610721622087	0.311	0.09	9.7800327173296e-22	"12"	"IRF2BP2"
"MT-ND3.10"	3.51325713224333e-26	0.493993117890119	0.639	0.255	1.15017011995382e-21	"12"	"MT-ND3"
"FAM96B.1"	4.13783251733914e-26	0.297109486065701	0.598	0.218	1.35464360952649e-21	"12"	"FAM96B"
"SEPHS2"	5.39754598447226e-26	0.257294587510116	0.251	0.064	1.76704860439653e-21	"12"	"SEPHS2"
"COX16.4"	5.42618626197636e-26	0.321045392391205	0.447	0.15	1.77642485844582e-21	"12"	"COX16"
"CD27.11"	5.44549306882503e-26	-2.25296547706775	0.005	0.355	1.78274552087194e-21	"12"	"CD27"
"LSMD1.3"	6.27684505809566e-26	0.294149741144824	0.525	0.183	2.05491353511936e-21	"12"	"LSMD1"
"HADHB.1"	7.48222636292093e-26	0.260693891676698	0.306	0.087	2.44953126669305e-21	"12"	"HADHB"
"COX7A2L.5"	7.61521114661902e-26	0.446327009724837	0.785	0.323	2.49306782518013e-21	"12"	"COX7A2L"
"TMEM50A.1"	1.20789963279434e-25	0.256793900965138	0.557	0.198	3.95442181784211e-21	"12"	"TMEM50A"
"LSM4.1"	1.6591188463586e-25	0.314761104108454	0.63	0.236	5.43162327920878e-21	"12"	"LSM4"
"RPL6.5"	2.17795569736305e-25	-0.427118680009615	1	0.992	7.13019136202716e-21	"12"	"RPL6"
"SRSF3.6"	2.27119619312689e-25	0.444308713631308	0.804	0.337	7.4354420970588e-21	"12"	"SRSF3"
"THOC7.2"	2.29817514905186e-25	0.300455164861443	0.429	0.143	7.52376580296598e-21	"12"	"THOC7"
"PPIA.2"	2.57191860614602e-25	0.571780259286702	0.973	0.564	8.41994713280084e-21	"12"	"PPIA"
"FNBP1.2"	2.83794186644098e-25	0.2749939630745	0.429	0.142	9.29085408235449e-21	"12"	"FNBP1"
"PTPN18"	2.93023234432348e-25	0.251101630753685	0.256	0.067	9.5929946488462e-21	"12"	"PTPN18"
"POLR2G.3"	3.10469826015063e-25	0.269558062190979	0.616	0.229	1.01641611640811e-20	"12"	"POLR2G"
"HNRNPC.5"	3.94413586285189e-25	0.459610480068208	0.726	0.294	1.29123119878045e-20	"12"	"HNRNPC"
"BST2.9"	5.43885488126028e-25	0.305460570352212	0.703	0.271	1.78057231102699e-20	"12"	"BST2"
"SERBP1.3"	5.52503327447505e-25	0.369647651794755	0.689	0.27	1.80878539339764e-20	"12"	"SERBP1"
"SMC3.2"	5.9938470090047e-25	0.282722009580113	0.26	0.07	1.96226563380796e-20	"12"	"SMC3"
"SF3B14.4"	6.84974556392783e-25	0.311041535125842	0.553	0.199	2.24246970271869e-20	"12"	"SF3B14"
"MKKS.1"	7.75906102882557e-25	0.312010655546349	0.283	0.08	2.54016139961691e-20	"12"	"MKKS"
"TPT1.5"	9.09442507300953e-25	-0.520733335744114	0.995	0.978	2.97733288040186e-20	"12"	"TPT1"
"PSMB7.3"	9.51139727803593e-25	0.307037425734288	0.639	0.242	3.1138412408834e-20	"12"	"PSMB7"
"EIF3I.1"	1.52730526727007e-24	0.288022222088878	0.603	0.225	5.00009198398874e-20	"12"	"EIF3I"
"PDCD6.3"	2.44479775073483e-24	0.283342362302193	0.507	0.182	8.00377887635568e-20	"12"	"PDCD6"
"ATP6V0E1.4"	2.97430392259384e-24	0.498738018332834	0.845	0.387	9.73727618178773e-20	"12"	"ATP6V0E1"
"PLD3"	2.97841782349533e-24	0.276525611388572	0.26	0.071	9.75074427055901e-20	"12"	"PLD3"
"H2AFZ.4"	3.00047905567192e-24	0.375347832706965	0.685	0.273	9.82296833245874e-20	"12"	"H2AFZ"
"KDELR1.3"	3.67691825981982e-24	0.259513178080133	0.338	0.105	1.20374949989981e-19	"12"	"KDELR1"
"RPS15.4"	3.93534248907021e-24	-0.379163069985941	1	0.997	1.28835242407181e-19	"12"	"RPS15"
"IFITM1.8"	4.129343052473e-24	-2.09142284656562	0.005	0.335	1.35186432851861e-19	"12"	"IFITM1"
"RPL30.4"	5.17875816693752e-24	-0.499834794921739	1	0.983	1.695421848692e-19	"12"	"RPL30"
"PRDX1.3"	5.3278429793298e-24	0.315816391552958	0.589	0.222	1.74422923457299e-19	"12"	"PRDX1"
"HCLS1.2"	5.38770859247782e-24	0.315566346597499	0.584	0.22	1.76382803900539e-19	"12"	"HCLS1"
"CALR.3"	5.60533605656028e-24	0.253743787768242	0.507	0.182	1.83507491819671e-19	"12"	"CALR"
"MYEOV2.6"	6.54468633326547e-24	0.380926968699482	0.644	0.254	2.14259941178445e-19	"12"	"MYEOV2"
"DPM3.3"	6.69462175155929e-24	0.287857712078292	0.329	0.102	2.19168526902548e-19	"12"	"DPM3"
"HLA-A.9"	7.31199027979614e-24	-0.636470737372179	1	0.979	2.39379937779966e-19	"12"	"HLA-A"
"RPS5.9"	7.6523549590401e-24	-0.467080514151633	1	0.981	2.50522796649055e-19	"12"	"RPS5"
"ITGAE.2"	8.25864259868524e-24	0.253710266952385	0.347	0.11	2.70371441395757e-19	"12"	"ITGAE"
"RPS9.3"	8.80839628477675e-24	-0.390985190136106	1	0.994	2.88369277571021e-19	"12"	"RPS9"
"PRDX5.6"	9.85877791722103e-24	0.325044985188072	0.68	0.27	3.22756671453982e-19	"12"	"PRDX5"
"JUN.9"	1.41126331245618e-23	-1.82843875011646	0.42	0.603	4.62019383231905e-19	"12"	"JUN"
"UBL5.9"	1.41286217953568e-23	0.524459868313849	0.84	0.388	4.62542820336391e-19	"12"	"UBL5"
"HADHA.2"	1.41684930527334e-23	0.253462706085486	0.447	0.156	4.63848125560384e-19	"12"	"HADHA"
"ARF1.5"	1.62677528388424e-23	0.302363596817357	0.694	0.275	5.32573692438021e-19	"12"	"ARF1"
"C7orf73.4"	1.79716064262039e-23	0.27717583001217	0.457	0.16	5.88354451181064e-19	"12"	"C7orf73"
"DRAP1.6"	3.11370862525788e-23	0.483518601395029	0.817	0.371	1.01936592973693e-18	"12"	"DRAP1"
"NDUFA12.1"	6.11299140400737e-23	0.295854815169529	0.58	0.222	2.00127112584393e-18	"12"	"NDUFA12"
"EIF3M.5"	6.72266137552656e-23	0.289012741917724	0.74	0.295	2.20086488111988e-18	"12"	"EIF3M"
"COX7A2.8"	8.20273834761512e-23	0.493747624665954	0.795	0.356	2.68541248024224e-18	"12"	"COX7A2"
